Batsman,Bowler,Runs_Scored,Balls_Faced,Player_Out,ID
AA Bilakhia,V Sehwag,1,1,Not Out,2009
AA Bilakhia,YK Pathan,1,4,Not Out,2009
AA Chavan,BJ Hodge,1,3,Not Out,2011
AA Chavan,KA Pollard,0,1,AA Chavan,2012
AA Chavan,M Morkel,5,4,Not Out,2012
AA Chavan,MM Patel,4,1,Not Out,2012
AA Chavan,UT Yadav,2,2,Not Out,2012
AA Jhunjhunwala,A Kumble,1,3,Not Out,2009/10
AA Jhunjhunwala,A Kumble,2,4,Not Out,2009/10
AA Jhunjhunwala,A Mishra,8,7,P Dogra,2009/10
AA Jhunjhunwala,A Mishra,1,3,Not Out,2009/10
AA Jhunjhunwala,A Symonds,0,3,Not Out,2011
AA Jhunjhunwala,AB Dinda,3,4,Not Out,2009/10
AA Jhunjhunwala,AB McDonald,1,2,Not Out,2009/10
AA Jhunjhunwala,AD Mathews,9,6,Not Out,2009/10
AA Jhunjhunwala,AG Murtaza,12,6,Not Out,2009/10
AA Jhunjhunwala,Azhar Mahmood,2,3,Not Out,2012
AA Jhunjhunwala,BJ Hodge,7,4,Not Out,2009/10
AA Jhunjhunwala,BW Hilfenhaus,1,1,Not Out,2012
AA Jhunjhunwala,DE Bollinger,1,2,AA Jhunjhunwala,2009/10
AA Jhunjhunwala,DP Nannes,15,9,Not Out,2009/10
AA Jhunjhunwala,DS Kulkarni,8,7,Not Out,2009/10
AA Jhunjhunwala,DS Kulkarni,10,6,Not Out,2011
AA Jhunjhunwala,DW Steyn,0,1,Not Out,2009/10
AA Jhunjhunwala,Harbhajan Singh,5,7,AA Jhunjhunwala,2009/10
AA Jhunjhunwala,Harmeet Singh,0,1,AA Jhunjhunwala,2009/10
AA Jhunjhunwala,I Sharma,0,1,AA Jhunjhunwala,2009/10
AA Jhunjhunwala,JA Morkel,7,3,Not Out,2009/10
AA Jhunjhunwala,JH Kallis,4,4,AA Jhunjhunwala,2009/10
AA Jhunjhunwala,JH Kallis,5,8,Not Out,2009/10
AA Jhunjhunwala,KA Pollard,0,2,AA Jhunjhunwala,2011
AA Jhunjhunwala,M Kartik,19,17,NV Ojha,2009/10
AA Jhunjhunwala,M Morkel,0,2,AA Jhunjhunwala,2012
AA Jhunjhunwala,M Muralitharan,6,2,Not Out,2009/10
AA Jhunjhunwala,MF Maharoof,5,3,Not Out,2009/10
AA Jhunjhunwala,MF Maharoof,0,1,Not Out,2009/10
AA Jhunjhunwala,MM Patel,0,2,Not Out,2011
AA Jhunjhunwala,P Awana,2,3,Not Out,2012
AA Jhunjhunwala,P Kumar,1,5,AA Jhunjhunwala,2012
AA Jhunjhunwala,PJ Sangwan,9,14,Not Out,2009/10
AA Jhunjhunwala,PP Chawla,6,6,Not Out,2012
AA Jhunjhunwala,PP Ojha,3,2,Not Out,2009/10
AA Jhunjhunwala,Pankaj Singh,5,4,AA Jhunjhunwala,2009/10
AA Jhunjhunwala,R McLaren,0,1,Not Out,2009/10
AA Jhunjhunwala,R Sathish,2,3,Not Out,2009/10
AA Jhunjhunwala,R Vinay Kumar,1,5,Not Out,2009/10
AA Jhunjhunwala,RJ Harris,4,2,Not Out,2009/10
AA Jhunjhunwala,RP Singh,4,3,Not Out,2009/10
AA Jhunjhunwala,RR Powar,8,3,Not Out,2012
AA Jhunjhunwala,S Ladda,16,15,Not Out,2009/10
AA Jhunjhunwala,SE Bond,7,5,Not Out,2009/10
AA Jhunjhunwala,SJ Srivastava,0,3,AA Jhunjhunwala,2011
AA Jhunjhunwala,SL Malinga,0,1,AA Jhunjhunwala,2009/10
AA Jhunjhunwala,SL Malinga,1,2,Not Out,2009/10
AA Jhunjhunwala,SL Malinga,0,3,Not Out,2011
AA Jhunjhunwala,ST Jayasuriya,8,7,Not Out,2009/10
AA Jhunjhunwala,T Thushara,4,3,AA Jhunjhunwala,2009/10
AA Jhunjhunwala,UT Yadav,4,4,Not Out,2012
AA Noffke,AB Agarkar,2,8,Not Out,2007/08
AA Noffke,SC Ganguly,7,4,AA Noffke,2007/08
AB Agarkar,A Mishra,1,8,Not Out,2009
AB Agarkar,A Nehra,3,3,Not Out,2009
AB Agarkar,A Singh,3,2,Not Out,2009
AB Agarkar,AB McDonald,2,2,Not Out,2009/10
AB Agarkar,DE Bollinger,4,3,Not Out,2009/10
AB Agarkar,DJ Bravo,1,1,Not Out,2007/08
AB Agarkar,DJ Bravo,3,3,AB Agarkar,2007/08
AB Agarkar,DJ Thornely,2,5,Not Out,2007/08
AB Agarkar,DP Nannes,8,6,Not Out,2009
AB Agarkar,DS Kulkarni,5,3,Not Out,2011
AB Agarkar,DW Steyn,1,2,Not Out,2009/10
AB Agarkar,IK Pathan,1,2,Not Out,2007/08
AB Agarkar,J Botha,3,3,Not Out,2009
AB Agarkar,JH Kallis,2,2,Not Out,2009/10
AB Agarkar,Jaskaran Singh,1,1,Not Out,2009/10
AB Agarkar,Joginder Sharma,2,3,Not Out,2007/08
AB Agarkar,KAJ Roach,7,4,Not Out,2009/10
AB Agarkar,Kamran Khan,1,1,Not Out,2009
AB Agarkar,M Muralitharan,1,2,Not Out,2007/08
AB Agarkar,M Muralitharan,5,2,Not Out,2009/10
AB Agarkar,MS Gony,2,2,AB Agarkar,2007/08
AB Agarkar,P Amarnath,6,2,Not Out,2007/08
AB Agarkar,P Awana,4,3,Not Out,2013
AB Agarkar,P Kumar,2,4,Not Out,2009
AB Agarkar,P Kumar,5,6,Not Out,2013
AB Agarkar,PD Collingwood,6,4,AB Agarkar,2009/10
AB Agarkar,PJ Sangwan,17,8,AB Agarkar,2009
AB Agarkar,R Ashwin,1,4,AB Agarkar,2013
AB Agarkar,R Bhatia,9,3,Not Out,2009
AB Agarkar,R Bhatia,6,4,Not Out,2009/10
AB Agarkar,R Vinay Kumar,3,3,Not Out,2009/10
AB Agarkar,RA Jadeja,1,3,Not Out,2009
AB Agarkar,RA Jadeja,2,3,Not Out,2013
AB Agarkar,RE van der Merwe,4,4,Not Out,2009
AB Agarkar,RP Singh,6,2,AB Agarkar,2009
AB Agarkar,RR Raje,10,6,Not Out,2007/08
AB Agarkar,SB Styris,1,1,Not Out,2009
AB Agarkar,SK Warne,4,5,Not Out,2009
AB Agarkar,SL Malinga,2,4,Not Out,2011
AB Agarkar,SR Watson,7,7,AB Agarkar,2007/08
AB Agarkar,SR Watson,5,2,Not Out,2007/08
AB Agarkar,ST Jayasuriya,1,6,AB Agarkar,2007/08
AB Agarkar,Sohail Tanvir,13,8,Not Out,2007/08
AB Agarkar,T Henderson,2,4,Not Out,2009
AB Agarkar,TM Dilshan,1,1,Not Out,2009
AB Agarkar,UT Yadav,3,3,Not Out,2009/10
AB Barath,A Symonds,1,1,Not Out,2009/10
AB Barath,DL Vettori,1,4,Not Out,2009/10
AB Barath,Harbhajan Singh,13,7,Not Out,2009/10
AB Barath,JP Duminy,0,1,AB Barath,2009/10
AB Barath,PD Collingwood,1,1,Not Out,2009/10
AB Barath,PP Ojha,1,5,AB Barath,2009/10
AB Barath,R McLaren,3,7,Not Out,2009/10
AB Barath,R Sathish,9,8,Not Out,2009/10
AB Barath,RG Sharma,5,4,Not Out,2009/10
AB Barath,SL Malinga,4,2,Not Out,2009/10
AB Barath,Z Khan,4,3,Not Out,2009/10
AB Dinda,A Mishra,0,1,AB Dinda,2013
AB Dinda,A Mishra,2,2,Not Out,2017
AB Dinda,AD Mascarenhas,1,1,Not Out,2012
AB Dinda,CH Gayle,1,1,Not Out,2013
AB Dinda,CH Gayle,5,4,Not Out,2013
AB Dinda,DJ Bravo,2,2,Not Out,2013
AB Dinda,DJ Thornely,1,1,Not Out,2007/08
AB Dinda,DW Steyn,0,2,AB Dinda,2013
AB Dinda,Harbhajan Singh,0,3,Not Out,2011
AB Dinda,KA Pollard,1,2,Not Out,2014
AB Dinda,MG Johnson,2,5,Not Out,2014
AB Dinda,P Awana,1,4,Not Out,2012
AB Dinda,PJ Cummins,0,1,AB Dinda,2017
AB Dinda,PV Tambe,0,3,AB Dinda,2014
AB Dinda,R Vinay Kumar,0,1,AB Dinda,2009/10
AB Dinda,RP Singh,2,2,AB Dinda,2009
AB Dinda,RP Singh,1,1,Not Out,2013
AB Dinda,SL Malinga,0,1,AB Dinda,2009
AB Dinda,SL Malinga,0,2,AB Dinda,2011
AB Dinda,SL Malinga,1,3,Not Out,2014
AB Dinda,SR Watson,0,1,AB Dinda,2007/08
AB Dinda,Sohail Tanvir,1,2,Not Out,2007/08
AB Dinda,Z Khan,5,5,Not Out,2017
AB McDonald,A Kumble,1,2,AB McDonald,2009
AB McDonald,AG Murtaza,5,6,Not Out,2009/10
AB McDonald,Azhar Mahmood,5,2,Not Out,2012
AB McDonald,Azhar Mahmood,0,1,AB McDonald,2012
AB McDonald,CRD Fernando,6,6,Not Out,2009/10
AB McDonald,DAJ Bracewell,6,5,Not Out,2012
AB McDonald,DE Bollinger,2,2,AB McDonald,2011
AB McDonald,DJ Bravo,11,5,Not Out,2009/10
AB McDonald,DJ Bravo,5,4,Not Out,2011
AB McDonald,DJ Hussey,2,4,Not Out,2012
AB McDonald,DW Steyn,8,3,Not Out,2009/10
AB McDonald,Harbhajan Singh,6,8,Not Out,2009/10
AB McDonald,IK Pathan,19,7,Not Out,2012
AB McDonald,JA Morkel,1,1,Not Out,2011
AB McDonald,KA Pollard,5,6,Not Out,2009/10
AB McDonald,M Morkel,4,3,AB McDonald,2012
AB McDonald,P Awana,1,2,Not Out,2012
AB McDonald,P Awana,6,5,Not Out,2012
AB McDonald,P Kumar,9,9,Not Out,2009/10
AB McDonald,PP Chawla,2,2,Not Out,2012
AB McDonald,PP Chawla,1,1,Not Out,2012
AB McDonald,R Vinay Kumar,1,2,Not Out,2009/10
AB McDonald,RE van der Merwe,2,2,Not Out,2009
AB McDonald,S Nadeem,0,2,AB McDonald,2013
AB McDonald,SK Trivedi,8,5,Not Out,2009/10
AB McDonald,SW Tait,6,4,Not Out,2009/10
AB McDonald,UT Yadav,1,4,Not Out,2012
AB de Villiers,A Ashish Reddy,6,3,Not Out,2012
AB de Villiers,A Ashish Reddy,7,3,Not Out,2013
AB de Villiers,A Ashish Reddy,11,5,Not Out,2015
AB de Villiers,A Ashish Reddy,22,7,Not Out,2016
AB de Villiers,A Chandila,13,5,Not Out,2012
AB de Villiers,A Chandila,13,6,Not Out,2013
AB de Villiers,A Flintoff,34,12,Not Out,2009
AB de Villiers,A Kumble,9,11,Not Out,2007/08
AB de Villiers,A Kumble,11,13,Not Out,2009
AB de Villiers,A Kumble,3,5,Not Out,2009
AB de Villiers,A Kumble,16,12,Not Out,2009/10
AB de Villiers,A Mishra,1,4,AB de Villiers,2012
AB de Villiers,A Mishra,3,6,Not Out,2013
AB de Villiers,A Mishra,5,5,Not Out,2016
AB de Villiers,A Mishra,19,11,Not Out,2018
AB de Villiers,A Mishra,9,7,Not Out,2019
AB de Villiers,A Mishra,3,4,Not Out,2021
AB de Villiers,A Nehra,11,3,Not Out,2007/08
AB de Villiers,A Nehra,18,6,Not Out,2012
AB de Villiers,A Nehra,7,3,Not Out,2013
AB de Villiers,A Nehra,4,2,AB de Villiers,2014
AB de Villiers,A Nehra,5,4,Not Out,2015
AB de Villiers,A Nehra,1,3,AB de Villiers,2015
AB de Villiers,A Nehra,15,8,Not Out,2016
AB de Villiers,A Nortje,10,5,AB de Villiers,2020/21
AB de Villiers,A Nortje,4,4,AB de Villiers,2020/21
AB de Villiers,A Nortje,2,2,Not Out,2021
AB de Villiers,A Singh,11,7,Not Out,2009
AB de Villiers,A Symonds,8,5,Not Out,2009
AB de Villiers,A Symonds,0,2,Not Out,2009
AB de Villiers,A Symonds,7,5,Not Out,2009/10
AB de Villiers,A Uniyal,1,1,Not Out,2009/10
AB de Villiers,A Zampa,1,3,AB de Villiers,2016
AB de Villiers,AB Agarkar,6,5,Not Out,2009
AB de Villiers,AB Dinda,1,1,Not Out,2007/08
AB de Villiers,AB Dinda,2,2,Not Out,2012
AB de Villiers,AB Dinda,10,3,Not Out,2013
AB de Villiers,AB Dinda,37,12,Not Out,2013
AB de Villiers,AC Thomas,5,3,AB de Villiers,2011
AB de Villiers,AC Thomas,9,3,Not Out,2012
AB de Villiers,AD Mascarenhas,2,4,AB de Villiers,2007/08
AB de Villiers,AD Mascarenhas,3,4,Not Out,2009
AB de Villiers,AD Mascarenhas,3,5,Not Out,2009/10
AB de Villiers,AD Mathews,7,3,Not Out,2012
AB de Villiers,AD Russell,5,4,Not Out,2015
AB de Villiers,AD Russell,3,4,Not Out,2018
AB de Villiers,AD Russell,14,4,Not Out,2019
AB de Villiers,AD Russell,29,12,Not Out,2020/21
AB de Villiers,AD Russell,36,14,Not Out,2021
AB de Villiers,AD Russell,0,1,AB de Villiers,2021
AB de Villiers,AG Murtaza,2,3,AB de Villiers,2009/10
AB de Villiers,AG Murtaza,16,15,Not Out,2011
AB de Villiers,AJ Tye,0,2,Not Out,2017
AB de Villiers,AJ Tye,5,8,AB de Villiers,2018
AB de Villiers,AJ Tye,18,11,Not Out,2019
AB de Villiers,AN Ahmed,10,8,Not Out,2011
AB de Villiers,AR Patel,2,3,Not Out,2014
AB de Villiers,AR Patel,12,10,Not Out,2014
AB de Villiers,AR Patel,14,5,Not Out,2015
AB de Villiers,AR Patel,0,2,AB de Villiers,2015
AB de Villiers,AR Patel,9,9,Not Out,2016
AB de Villiers,AR Patel,3,5,Not Out,2017
AB de Villiers,AR Patel,5,9,Not Out,2018
AB de Villiers,AR Patel,3,6,Not Out,2019
AB de Villiers,AR Patel,4,4,Not Out,2020/21
AB de Villiers,AR Patel,18,12,Not Out,2021
AB de Villiers,AR Patel,1,5,AB de Villiers,2021
AB de Villiers,AS Rajpoot,16,8,Not Out,2016
AB de Villiers,AS Rajpoot,18,7,Not Out,2019
AB de Villiers,AS Raut,10,5,Not Out,2009
AB de Villiers,Abhishek Sharma,2,3,Not Out,2020/21
AB de Villiers,Anand Rajan,17,7,Not Out,2012
AB de Villiers,Ankit Sharma,20,10,Not Out,2015
AB de Villiers,Ankit Sharma,19,10,Not Out,2016
AB de Villiers,Ankit Soni,3,5,Not Out,2017
AB de Villiers,Anureet Singh,7,6,Not Out,2015
AB de Villiers,Anureet Singh,3,3,Not Out,2016
AB de Villiers,Arshdeep Singh,6,2,AB de Villiers,2021
AB de Villiers,Avesh Khan,8,7,Not Out,2021
AB de Villiers,Avesh Khan,1,5,Not Out,2021
AB de Villiers,Azhar Mahmood,17,12,Not Out,2012
AB de Villiers,Azhar Mahmood,3,5,AB de Villiers,2012
AB de Villiers,B Akhil,9,9,Not Out,2007/08
AB de Villiers,B Akhil,7,5,Not Out,2009
AB de Villiers,B Kumar,6,3,Not Out,2012
AB de Villiers,B Kumar,0,1,Not Out,2012
AB de Villiers,B Kumar,5,2,Not Out,2013
AB de Villiers,B Kumar,3,2,Not Out,2013
AB de Villiers,B Kumar,9,6,Not Out,2014
AB de Villiers,B Kumar,6,4,AB de Villiers,2014
AB de Villiers,B Kumar,6,4,Not Out,2015
AB de Villiers,B Kumar,13,9,Not Out,2016
AB de Villiers,B Kumar,0,1,AB de Villiers,2019
AB de Villiers,B Kumar,13,7,AB de Villiers,2020/21
AB de Villiers,B Kumar,7,4,Not Out,2021
AB de Villiers,B Laughlin,8,4,Not Out,2018
AB de Villiers,B Laughlin,5,3,Not Out,2018
AB de Villiers,B Lee,5,3,Not Out,2012
AB de Villiers,BA Stokes,4,10,Not Out,2017
AB de Villiers,BAW Mendis,6,4,Not Out,2013
AB de Villiers,BB Sran,18,16,AB de Villiers,2016
AB de Villiers,BB Sran,1,1,Not Out,2016
AB de Villiers,Basil Thampi,0,1,Not Out,2017
AB de Villiers,Basil Thampi,16,6,Not Out,2018
AB de Villiers,Bipul Sharma,4,5,AB de Villiers,2016
AB de Villiers,CH Morris,20,6,Not Out,2013
AB de Villiers,CH Morris,2,2,Not Out,2015
AB de Villiers,CH Morris,14,3,Not Out,2015
AB de Villiers,CH Morris,8,5,Not Out,2016
AB de Villiers,CH Morris,6,6,Not Out,2016
AB de Villiers,CH Morris,14,8,Not Out,2018
AB de Villiers,CH Morris,7,5,Not Out,2019
AB de Villiers,CJ Dala,1,1,Not Out,2018
AB de Villiers,CL White,1,2,AB de Villiers,2013
AB de Villiers,CR Brathwaite,0,1,AB de Villiers,2016
AB de Villiers,CR Woakes,6,4,Not Out,2017
AB de Villiers,CV Varun,1,3,Not Out,2020/21
AB de Villiers,CV Varun,12,7,Not Out,2021
AB de Villiers,CV Varun,4,4,Not Out,2021
AB de Villiers,DAJ Bracewell,16,9,Not Out,2012
AB de Villiers,DE Bollinger,9,4,Not Out,2011
AB de Villiers,DJ Bravo,7,5,Not Out,2007/08
AB de Villiers,DJ Bravo,5,7,AB de Villiers,2009/10
AB de Villiers,DJ Bravo,17,11,Not Out,2013
AB de Villiers,DJ Bravo,5,2,Not Out,2013
AB de Villiers,DJ Bravo,26,10,Not Out,2016
AB de Villiers,DJ Bravo,9,9,Not Out,2016
AB de Villiers,DJ Bravo,1,1,Not Out,2018
AB de Villiers,DJ Bravo,2,2,Not Out,2021
AB de Villiers,DJ Hooda,4,1,Not Out,2015
AB de Villiers,DJ Hussey,2,2,Not Out,2012
AB de Villiers,DJ Hussey,21,11,AB de Villiers,2014
AB de Villiers,DJG Sammy,23,7,Not Out,2014
AB de Villiers,DJG Sammy,11,4,Not Out,2014
AB de Villiers,DL Chahar,1,1,Not Out,2017
AB de Villiers,DL Chahar,2,5,Not Out,2019
AB de Villiers,DL Chahar,7,10,Not Out,2019
AB de Villiers,DL Chahar,0,1,AB de Villiers,2020/21
AB de Villiers,DP Nannes,14,7,AB de Villiers,2013
AB de Villiers,DR Sams,9,5,Not Out,2020/21
AB de Villiers,DR Smith,14,11,AB de Villiers,2009
AB de Villiers,DR Smith,5,2,Not Out,2016
AB de Villiers,DR Smith,11,3,Not Out,2016
AB de Villiers,DS Kulkarni,1,2,AB de Villiers,2013
AB de Villiers,DS Kulkarni,6,6,Not Out,2015
AB de Villiers,DS Kulkarni,15,12,Not Out,2015
AB de Villiers,DS Kulkarni,2,2,Not Out,2015
AB de Villiers,DS Kulkarni,6,4,Not Out,2016
AB de Villiers,DS Kulkarni,15,5,Not Out,2016
AB de Villiers,DS Kulkarni,5,7,Not Out,2016
AB de Villiers,DT Christian,2,6,Not Out,2017
AB de Villiers,DW Steyn,0,2,AB de Villiers,2007/08
AB de Villiers,DW Steyn,4,3,KD Karthik,2009/10
AB de Villiers,DW Steyn,23,6,Not Out,2012
AB de Villiers,DW Steyn,24,9,Not Out,2014
AB de Villiers,DW Steyn,4,3,Not Out,2014
AB de Villiers,GB Hogg,2,4,Not Out,2012
AB de Villiers,GB Hogg,8,4,Not Out,2012
AB de Villiers,GB Hogg,1,1,Not Out,2015
AB de Villiers,GC Viljoen,22,12,Not Out,2019
AB de Villiers,GJ Maxwell,8,6,Not Out,2012
AB de Villiers,GJ Maxwell,7,4,Not Out,2014
AB de Villiers,HH Pandya,5,2,Not Out,2015
AB de Villiers,HH Pandya,29,9,Not Out,2015
AB de Villiers,HH Pandya,8,3,Not Out,2016
AB de Villiers,HH Pandya,5,6,Not Out,2017
AB de Villiers,HH Pandya,25,9,Not Out,2019
AB de Villiers,HH Pandya,16,10,Not Out,2019
AB de Villiers,HV Patel,26,11,Not Out,2018
AB de Villiers,HV Patel,22,10,Not Out,2018
AB de Villiers,HV Patel,5,2,Not Out,2020/21
AB de Villiers,Harbhajan Singh,13,11,Not Out,2009
AB de Villiers,Harbhajan Singh,5,5,AB de Villiers,2009
AB de Villiers,Harbhajan Singh,5,9,Not Out,2011
AB de Villiers,Harbhajan Singh,9,6,Not Out,2012
AB de Villiers,Harbhajan Singh,1,1,Not Out,2013
AB de Villiers,Harbhajan Singh,7,14,Not Out,2014
AB de Villiers,Harbhajan Singh,4,1,Not Out,2014
AB de Villiers,Harbhajan Singh,15,7,Not Out,2015
AB de Villiers,Harbhajan Singh,11,7,Not Out,2016
AB de Villiers,Harbhajan Singh,10,7,Not Out,2016
AB de Villiers,Harbhajan Singh,16,5,Not Out,2018
AB de Villiers,Harbhajan Singh,0,1,AB de Villiers,2018
AB de Villiers,Harbhajan Singh,7,5,AB de Villiers,2019
AB de Villiers,Harbhajan Singh,7,2,Not Out,2021
AB de Villiers,Harmeet Singh,4,7,Not Out,2009
AB de Villiers,Harmeet Singh,22,12,Not Out,2012
AB de Villiers,Harpreet Brar,0,5,AB de Villiers,2021
AB de Villiers,Harpreet Brar,1,1,Not Out,2021
AB de Villiers,I Sharma,2,2,Not Out,2007/08
AB de Villiers,I Sharma,3,3,Not Out,2009
AB de Villiers,I Sharma,0,5,Not Out,2011
AB de Villiers,I Sharma,1,2,Not Out,2013
AB de Villiers,I Sharma,9,5,Not Out,2014
AB de Villiers,I Sharma,11,5,Not Out,2016
AB de Villiers,I Sharma,9,9,Not Out,2019
AB de Villiers,I Sharma,2,3,Not Out,2021
AB de Villiers,IC Pandey,7,7,Not Out,2015
AB de Villiers,IC Pandey,16,10,AB de Villiers,2015
AB de Villiers,IK Pathan,2,3,Not Out,2009
AB de Villiers,IK Pathan,1,8,Not Out,2009/10
AB de Villiers,IK Pathan,19,7,Not Out,2012
AB de Villiers,IK Pathan,15,9,Not Out,2013
AB de Villiers,IK Pathan,2,2,Not Out,2013
AB de Villiers,IK Pathan,21,10,Not Out,2014
AB de Villiers,IK Pathan,7,5,Not Out,2014
AB de Villiers,IS Sodhi,22,12,Not Out,2018
AB de Villiers,Imran Tahir,5,4,Not Out,2014
AB de Villiers,Imran Tahir,12,8,AB de Villiers,2017
AB de Villiers,Imran Tahir,22,10,AB de Villiers,2018
AB de Villiers,Imran Tahir,16,14,Not Out,2020/21
AB de Villiers,Imran Tahir,3,5,DT Christian,2021
AB de Villiers,Iqbal Abdulla,7,6,Not Out,2011
AB de Villiers,J Botha,10,8,Not Out,2009
AB de Villiers,J Suchith,25,11,Not Out,2015
AB de Villiers,JA Morkel,3,3,Not Out,2007/08
AB de Villiers,JA Morkel,0,1,AB de Villiers,2007/08
AB de Villiers,JA Morkel,21,10,Not Out,2009
AB de Villiers,JA Morkel,3,6,AB de Villiers,2011
AB de Villiers,JA Morkel,1,3,Not Out,2011
AB de Villiers,JA Morkel,8,5,Not Out,2011
AB de Villiers,JA Morkel,0,1,AB de Villiers,2012
AB de Villiers,JC Archer,14,6,Not Out,2018
AB de Villiers,JC Archer,0,1,Not Out,2020/21
AB de Villiers,JC Archer,16,6,Not Out,2020/21
AB de Villiers,JD Ryder,9,4,Not Out,2011
AB de Villiers,JD Unadkat,0,1,Not Out,2011
AB de Villiers,JD Unadkat,6,5,Not Out,2017
AB de Villiers,JD Unadkat,1,4,Not Out,2017
AB de Villiers,JD Unadkat,7,4,Not Out,2018
AB de Villiers,JD Unadkat,1,2,Not Out,2018
AB de Villiers,JD Unadkat,3,4,Not Out,2020/21
AB de Villiers,JD Unadkat,27,6,Not Out,2020/21
AB de Villiers,JEC Franklin,7,4,Not Out,2011
AB de Villiers,JH Kallis,3,3,Not Out,2007/08
AB de Villiers,JH Kallis,11,13,Not Out,2009
AB de Villiers,JH Kallis,14,11,Not Out,2009/10
AB de Villiers,JH Kallis,1,2,Not Out,2011
AB de Villiers,JH Kallis,1,1,Not Out,2012
AB de Villiers,JH Kallis,0,1,AB de Villiers,2012
AB de Villiers,JH Kallis,1,1,Not Out,2013
AB de Villiers,JH Kallis,3,6,Not Out,2013
AB de Villiers,JH Kallis,2,4,Not Out,2014
AB de Villiers,JJ Bumrah,11,8,Not Out,2014
AB de Villiers,JJ Bumrah,0,3,AB de Villiers,2014
AB de Villiers,JJ Bumrah,0,1,AB de Villiers,2015
AB de Villiers,JJ Bumrah,27,13,Not Out,2015
AB de Villiers,JJ Bumrah,2,2,Not Out,2016
AB de Villiers,JJ Bumrah,2,7,Not Out,2016
AB de Villiers,JJ Bumrah,8,3,Not Out,2017
AB de Villiers,JJ Bumrah,4,8,Not Out,2019
AB de Villiers,JJ Bumrah,17,15,Not Out,2019
AB de Villiers,JJ Bumrah,1,2,Not Out,2020/21
AB de Villiers,JJ Bumrah,33,12,Not Out,2020/21
AB de Villiers,JJ Bumrah,15,9,Not Out,2021
AB de Villiers,JJ Bumrah,11,7,AB de Villiers,2021
AB de Villiers,JL Pattinson,11,4,Not Out,2020/21
AB de Villiers,JL Pattinson,2,2,Not Out,2020/21
AB de Villiers,JO Holder,7,6,Not Out,2020/21
AB de Villiers,JO Holder,0,3,Not Out,2021
AB de Villiers,JO Holder,0,1,Not Out,2021
AB de Villiers,JP Behrendorff,3,3,Not Out,2019
AB de Villiers,JP Duminy,6,10,Not Out,2009
AB de Villiers,JP Duminy,1,2,Not Out,2009
AB de Villiers,JP Duminy,8,4,Not Out,2014
AB de Villiers,JP Faulkner,1,2,Not Out,2013
AB de Villiers,JP Faulkner,28,11,AB de Villiers,2014
AB de Villiers,JP Faulkner,12,6,Not Out,2015
AB de Villiers,JP Faulkner,13,5,Not Out,2015
AB de Villiers,JP Faulkner,8,6,Not Out,2015
AB de Villiers,JR Hazlewood,2,2,Not Out,2021
AB de Villiers,Joginder Sharma,4,5,Not Out,2007/08
AB de Villiers,Joginder Sharma,2,2,Not Out,2009
AB de Villiers,K Gowtham,1,1,Not Out,2018
AB de Villiers,K Rabada,1,3,AB de Villiers,2019
AB de Villiers,K Rabada,1,1,Not Out,2019
AB de Villiers,K Rabada,11,5,Not Out,2020/21
AB de Villiers,K Rabada,22,10,Not Out,2021
AB de Villiers,K Rabada,7,5,Not Out,2021
AB de Villiers,KA Pollard,1,2,Not Out,2009/10
AB de Villiers,KA Pollard,2,4,Not Out,2009/10
AB de Villiers,KA Pollard,8,7,AB de Villiers,2011
AB de Villiers,KA Pollard,2,3,AB de Villiers,2012
AB de Villiers,KA Pollard,2,2,AB de Villiers,2020/21
AB de Villiers,KA Pollard,8,4,Not Out,2020/21
AB de Villiers,KC Cariappa,15,5,AB de Villiers,2015
AB de Villiers,KC Cariappa,7,6,Not Out,2016
AB de Villiers,KH Pandya,3,6,AB de Villiers,2016
AB de Villiers,KH Pandya,4,5,AB de Villiers,2016
AB de Villiers,KH Pandya,5,11,AB de Villiers,2017
AB de Villiers,KH Pandya,21,12,AB de Villiers,2017
AB de Villiers,KH Pandya,8,9,Not Out,2019
AB de Villiers,KH Pandya,2,2,Not Out,2019
AB de Villiers,KH Pandya,8,4,Not Out,2020/21
AB de Villiers,KJ Abbott,0,2,AB de Villiers,2016
AB de Villiers,KK Ahmed,1,1,Not Out,2019
AB de Villiers,KK Cooper,17,8,Not Out,2012
AB de Villiers,KL Nagarkoti,20,8,Not Out,2020/21
AB de Villiers,KP Appanna,9,8,AB de Villiers,2009
AB de Villiers,KV Sharma,3,6,Not Out,2014
AB de Villiers,KV Sharma,5,9,Not Out,2015
AB de Villiers,KV Sharma,16,7,Not Out,2016
AB de Villiers,KV Sharma,5,7,Not Out,2017
AB de Villiers,KW Richardson,0,1,AB de Villiers,2014
AB de Villiers,KW Richardson,14,5,Not Out,2014
AB de Villiers,Kamran Khan,4,6,Not Out,2009
AB de Villiers,Kamran Khan,2,3,Not Out,2011
AB de Villiers,Karanveer Singh,21,7,Not Out,2015
AB de Villiers,Kartik Tyagi,7,8,Not Out,2020/21
AB de Villiers,Kuldeep Yadav,14,4,Not Out,2018
AB de Villiers,Kuldeep Yadav,8,8,Not Out,2019
AB de Villiers,L Ablish,2,3,Not Out,2011
AB de Villiers,L Balaji,10,8,Not Out,2009
AB de Villiers,L Balaji,5,5,Not Out,2011
AB de Villiers,L Balaji,2,2,AB de Villiers,2012
AB de Villiers,L Balaji,2,5,Not Out,2013
AB de Villiers,L Balaji,8,3,AB de Villiers,2013
